Botanical Name,family,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Quebec,Saskatchewan
amelanchier alnifolia var. alnifolia,Rosaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
amelanchier alnifolia var. semi-integrifolia,Rosaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
amelanchier amabilis,Rosaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
amelanchier arborea,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier bartramiana,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier canadensis,Rosaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
amelanchier cusickii,Rosaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
amelanchier fernaldii,Rosaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
amelanchier gaspensis,Rosaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
amelanchier humilis,Rosaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
amelanchier interior,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier intermedia,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier laevis,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier nantucketensis,Rosaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
amelanchier sanguinea,Rosaceae,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
amelanchier stolonifera,Rosaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
amelanchier x neglecta,Rosaceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
amelanchier x quinti-martii,Rosaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
ammannia spp.,Lythraceae,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
ammannia coccinea,Lythraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ammannia coccinea subsp. coccinea,Lythraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ammannia robusta,Lythraceae,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
amphicarpaea spp.,Fabaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
amphicarpaea bracteata,Fabaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
amphiscirpus spp.,Cyperaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
amphiscirpus nevadensis,Cyperaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
amsinckia spp.,Boraginaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
amsinckia lycopsoides,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
amsinckia menziesii,Boraginaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
amsinckia menziesii var. intermedia,Boraginaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
amsinckia menziesii var. menziesii,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
amsinckia spectabilis,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
amsinckia spectabilis var. spectabilis,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anacis spp.,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
anacis tripteris,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
anaphalis spp.,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anaphalis margaritacea,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anaphalis margaritacea subsp. margaritacea,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anatherum spp.,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
anatherum virginicum,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
anchusa spp.,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
anchusa arvensis,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
anchusa azurea,Boraginaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
anchusa azurea var. azurea,Boraginaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
anchusa officinalis,Boraginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
anchusa officinalis subsp. officinalis,Boraginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
andersonglossum spp.,Boraginaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andersonglossum boreale,Boraginaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andromeda spp.,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andromeda polifolia,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andromeda polifolia nothovar. jamesiana,Ericaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
andromeda polifolia subsp. polifolia,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
andromeda polifolia var. latifolia,Ericaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
andropogon spp.,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
andropogon gerardi,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
andropogon gerardi var. gerardi,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
andropogon hallii,Poaceae,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
androsace spp.,Primulaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
androsace constancei,Primulaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
androsace laevigata,Primulaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
androsace lehmanniana,Primulaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
androsace montana,Primulaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
androsace occidentalis,Primulaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
androsace septentrionalis,Primulaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
anemonastrum spp.,Ranunculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anemonastrum canadense,Ranunculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anemonastrum richardsonii,Ranunculaceae,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
anemonastrum sibiricum,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone spp.,Ranunculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anemone cylindrica,Ranunculaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
anemone drummondii,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone drummondii subsp. drummondii,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone lithophila,Ranunculaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone multifida,Ranunculaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
anemone multifida var. hudsoniana,Ranunculaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
anemone multifida var. saxicola,Ranunculaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone parviflora,Ranunculaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
anemone piperi,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anemone quinquefolia,Ranunculaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
anemone virginiana,Ranunculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anemone virginiana var. alba,Ranunculaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
anemone virginiana var. cylindroidea,Ranunculaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
anemone virginiana var. virginiana,Ranunculaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
anemonella spp.,Ranunculaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
anemonella thalictroides,Ranunculaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
anethum spp.,Apiaceae,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
anethum graveolens,Apiaceae,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
angelica spp.,Apiaceae,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
angelica arguta,Apiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
angelica atropurpurea,Apiaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
angelica dawsonii,Apiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
angelica genuflexa,Apiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
angelica lucida,Apiaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
angelica pinnata,Apiaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
angelica sylvestris,Apiaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
angelica sylvestris subsp. sylvestris,Apiaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
angelica venenosa,Apiaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
angelica venenosa subsp. venenosa,Apiaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
anisocarpus spp.,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anisocarpus madioides,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
anoda spp.,Malvaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
anoda cristata,Malvaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
antennaria spp.,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antennaria alpina,Asteraceae,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
antennaria anaphaloides,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
antennaria aromatica,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria densifolia,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria dimorpha,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
antennaria flagellaris,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria friesiana,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
antennaria friesiana subsp. friesiana,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
antennaria howellii,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antennaria howellii subsp. canadensis,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
antennaria howellii subsp. howellii,Asteraceae,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0
antennaria howellii subsp. neodioica,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antennaria howellii subsp. petaloidea,Asteraceae,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
antennaria lanata,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria luzuloides,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria luzuloides subsp. luzuloides,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria media,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria microphylla,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
antennaria monocephala,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
antennaria monocephala subsp. angustata,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
antennaria monocephala subsp. monocephala,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria neglecta,Asteraceae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
antennaria parlinii,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
antennaria parlinii subsp. fallax,Asteraceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
antennaria parlinii subsp. parlinii,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
antennaria parvifolia,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
antennaria plantaginifolia,Asteraceae,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
antennaria pulcherrima,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
antennaria pulcherrima subsp. eucosma,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
antennaria pulcherrima subsp. pulcherrima,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
antennaria racemosa,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antennaria rosea,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
antennaria rosea subsp. arida,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
antennaria rosea subsp. confinis,Asteraceae,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
antennaria rosea subsp. pulvinata,Asteraceae,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
antennaria rosea subsp. rosea,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
antennaria umbrinella,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
anthemis spp.,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
anthemis arvensis,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthemis arvensis subsp. arvensis,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthemis cotula,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
anthoxanthum spp.,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthoxanthum arcticum,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
anthoxanthum aristatum,Poaceae,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
anthoxanthum monticola,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
anthoxanthum nitens,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthoxanthum odoratum,Poaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthoxanthum racemosum,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
anthriscus spp.,Apiaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthriscus caucalis,Apiaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
anthriscus cerefolium,Apiaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
anthriscus sylvestris,Apiaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthriscus sylvestris subsp. sylvestris,Apiaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
anthyllis spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
anthyllis vulneraria,Fabaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
anthyllis vulneraria subsp. vulneraria,Fabaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
anticlea spp.,Melanthiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
anticlea elegans,Melanthiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
anticlea elegans subsp. elegans,Melanthiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
anticlea elegans subsp. glauca,Melanthiaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
anticlea occidentalis,Melanthiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
antirrhinum spp.,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
antirrhinum majus,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
apera spp.,Poaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
apera interrupta,Poaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
apera spica-venti,Poaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
aphragmus spp.,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
aphragmus eschscholtziana,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
apios spp.,Fabaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
apios americana,Fabaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
apium spp.,Apiaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
apium graveolens,Apiaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
aplectrum spp.,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
aplectrum hyemale,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
apocynum spp.,Apocynaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apocynum androsaemifolium,Apocynaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apocynum cannabinum,Apocynaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apocynum x floribundum,Apocynaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aquilegia spp.,Ranunculaceae,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
aquilegia brevistyla,Ranunculaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
aquilegia canadensis,Ranunculaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
aquilegia flavescens,Ranunculaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
aquilegia formosa,Ranunculaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
aquilegia formosa var. formosa,Ranunculaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
aquilegia jonesii,Ranunculaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
aquilegia vulgaris,Ranunculaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
aquilegia x miniana,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arabidopsis spp.,Brassicaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
arabidopsis arenicola,Brassicaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
arabidopsis lyrata,Brassicaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
arabidopsis lyrata subsp. kamchatica,Brassicaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
arabidopsis lyrata subsp. lyrata,Brassicaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
arabidopsis thaliana,Brassicaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
arabis spp.,Brassicaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arabis adpressipilis,Brassicaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
arabis alpina,Brassicaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
arabis alpina subsp. alpina,Brassicaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
arabis caucasica,Brassicaceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
arabis eschscholtziana,Brassicaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arabis hirsuta var. glabrata,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arabis nuttallii,Brassicaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arabis pycnocarpa,Brassicaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aralia spp.,Araliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aralia elata,Araliaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
aralia elata var. elata,Araliaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
aralia hispida,Araliaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
aralia nudicaulis,Araliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aralia racemosa,Araliaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
arbutus spp.,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arbutus menziesii,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium spp.,Santalaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arceuthobium americanum,Santalaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
arceuthobium campylopodum,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium campylopodum subsp. laricis,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium douglasii,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium pusillum,Santalaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
arceuthobium tsugense,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium tsugense subsp. contortae,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium tsugense subsp. mertensianae,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arceuthobium tsugense subsp. tsugense,Santalaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arctagrostis spp.,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
arctagrostis arundinacea,Poaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arctagrostis latifolia,Poaceae,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
arcteranthis spp.,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arcteranthis cooleyae,Ranunculaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arctium spp.,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arctium lappa,Asteraceae,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
arctium lappa subsp. lappa,Asteraceae,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
arctium minus,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arctium tomentosum,Asteraceae,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
arctium x nothum,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
arctopoa spp.,Poaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
arctopoa eminens,Poaceae,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
arctostaphylos spp.,Ericaceae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
arctostaphylos columbiana,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arctostaphylos uva-ursi,Ericaceae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
arctostaphylos x media,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arctostaphylos x victorinii,Ericaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
arctous spp.,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
arctous alpina,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
arctous rubra,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
arenaria spp.,Caryophyllaceae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
arenaria humifusa,Caryophyllaceae,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
arenaria longipedunculata,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
arenaria serpyllifolia,Caryophyllaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arenaria serpyllifolia var. serpyllifolia,Caryophyllaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arethusa spp.,Orchidaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
arethusa bulbosa,Orchidaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
argemone spp.,Papaveraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
argemone mexicana,Papaveraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
argentina spp.,Rosaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argentina anserina,Rosaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argentina anserina subsp. anserina,Rosaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argentina anserina subsp. groenlandica,Rosaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
argentina pacifica,Rosaceae,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
argentina subarctica,Rosaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
arisaema spp.,Araceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
arisaema dracontium,Araceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
arisaema pusillum,Araceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
arisaema stewardsonii,Araceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
arisaema triphyllum,Araceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
aristida spp.,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
aristida basiramea,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
aristida dichotoma,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
aristida geniculata,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
aristida longespica,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
aristida longiseta,Poaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
aristida oligantha,Poaceae,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
aristida purpurascens,Poaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
aristolochia spp.,Aristolochiaceae,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
aristolochia clematitis,Aristolochiaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
aristolochia macrophylla,Aristolochiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
armeria spp.,Plumbaginaceae,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
armeria maritima,Plumbaginaceae,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
armeria maritima subsp. californica,Plumbaginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
